Variant,Kind,Signature,Total_s,PeakRss_MB,RunsSucceeded,vs_Default,SemanticPreserve
ablation_r1_p03,ablation,"r0=0,1,2,3;r1=0,2,3,1;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.076982586,5035.12,3,1.034676,match
ablation_r1_p04,ablation,"r0=0,1,2,3;r1=0,3,1,2;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.741927987,5081.53,3,1.000273,match
ablation_r1_p05,ablation,"r0=0,1,2,3;r1=0,3,2,1;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.970283868,5105.85,3,1.023720,match
ablation_r1_p06,ablation,"r0=0,1,2,3;r1=1,2,0,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.042945570,5192.54,3,1.031181,match
ablation_r1_p07,ablation,"r0=0,1,2,3;r1=1,2,3,0;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.163500879,5143.46,3,1.043559,match
ablation_r1_p08,ablation,"r0=0,1,2,3;r1=1,3,0,2;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.782043624,5095.72,3,1.004392,match
ablation_r1_p09,ablation,"r0=0,1,2,3;r1=1,3,2,0;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.731859594,5168.23,3,0.999240,match
ablation_r1_p10,ablation,"r0=0,1,2,3;r1=2,3,0,1;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.800226907,5172.69,3,1.006259,match
ablation_r1_p11,ablation,"r0=0,1,2,3;r1=2,3,1,0;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.921211479,5121.37,3,1.018682,match
ablation_r2_p01,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,2,1;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.190648614,5119.59,3,1.046347,match
ablation_r2_p02,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=1,2,0;r3=0,1,2;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.878777719,5131.80,3,1.014325,match
ablation_r3_p01,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,2,1;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",9.934410630,5151.90,3,1.020037,match
ablation_r3_p02,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=1,2,0;r4=0,1,2;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.043577738,5142.68,3,1.031246,match
ablation_r4_p01,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,2,1;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.081843813,5142.52,3,1.035175,match
ablation_r4_p02,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=1,2,0;r5=0,1,2;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.048395822,5150.43,3,1.031741,match
ablation_r5_p01,ablation,"r0=0,1,2,3;r1=0,1,2,3;r2=0,1,2;r3=0,1,2;r4=0,1,2;r5=0,2,1;r6=0,1,2,3;r7=0,1,2;r8=0,1,2;r9=0,1,2;r10=0,1,2,3;r11=0,1,2,3;r12=0,1,2;r13=0,1,2,3,4,5;r14=0,1,2,3,4;r15=0,1,2;r16=0,1,2,3,4;r17=0,1,2;r18=0,1,2;r19=0,1,2;r20=0,1,2;r21=0,1,2;r22=0,1,2,3,4;r23=0,1,2,3,4,5,6,7;r24=0,1,2,3,4,5,6,7;r25=0,1,2,3;r26=0,1,2;r27=0,1,2,3,4,5,6,7,8;r28=0,1,2,3;r29=0,1,2;r30=0,1,2,3,4,5,6,7;r31=0,1,2,3,4,5,6,7;r32=0,1,2,3,4,5;r33=0,1,2,3,4,5;r34=0,1,2,3,4,5",10.284011040,5129.58,3,1.055933,match
